Accession	PSMs_Used_CarbonSources	TotInt_126C_CarbonSources	TotInt_127N_CarbonSources	TotInt_127C_CarbonSources	TotInt_128N_CarbonSources	TotInt_128C_CarbonSources	TotInt_129N_CarbonSources	TotInt_129C_CarbonSources	TotInt_130N_CarbonSources	TotInt_130C_CarbonSources
sp|P28263|UBC8_YEAST	6	431600.4995	403885.2305	474998.9326	995396.1523	1037109.023	1038826.211	461811.1416	424498.5928	402762.6465
sp|P28272|PYRD_YEAST	11	3461215.138	3349366.743	4008312.72	2436194.324	2781403.988	2419535.575	1967456.44	1733561.459	1972221.536
sp|P28273|OPLA_YEAST	90	8929264.008	8394866.851	9801114.738	11177560.9	11628144.19	11270385.29	8350862.838	7097897.765	7531522.229
sp|P28274|URA7_YEAST	75	11570377.82	10542093.74	12147314.36	17476295.48	17800776.21	18202110.1	10807810.21	8768645.389	9676026.658
sp|P28319|CWP1_YEAST	11	740400.1382	798021.4868	866820.9106	1125110.328	1011218.859	1182642.562	1572397.094	1207715.938	1382067.215
sp|P28320|CWC16_YEAST	10	551824.1523	531543.4385	577385.8604	374086.4634	357756.0122	346948.1606	465059.2607	398272.624	449586.6504
sp|P28321|MGLL_YEAST	29	3358204.442	3175655.639	3997526.417	4606049.137	4354848.575	4372740.05	4240670.687	3484588.372	3899177.234
sp|P28495|CAPZA_YEAST	30	5021526.987	4957101.21	5987631.55	7663780.726	8730490.571	8451417.739	4363759.816	3566135.254	3784314.021
sp|P28496|LAC1_YEAST	18	2890072.991	2344276.975	2742479.289	1447495.547	1304296.114	1316382.022	1443465.561	1370026.923	1523471.947
sp|P28519|RAD14_YEAST	8	332544.7559	307072.2026	354419.001	263848.0476	262870.1033	260862.4673	310119.9404	257724.8594	297269.0322
sp|P28584|TRK2_YEAST	2	3931022.97	3419770.751	3985547.911	1652624.396	1634118.174	1425111.012	3828154.373	2897221.666	4204742.924
sp|P28625|YIM1_YEAST	59	11693189.62	10424524.09	11258030.42	9993700.897	9065439.363	9810178.906	11655049.44	10038298.95	12125411.63
sp|P28627|IMP1_YEAST	4	205934.1963	158960.4482	188392.8965	113421.0596	106360.9824	102431.7432	202901.333	186294.3369	205523.8369
sp|P28707|SBA1_YEAST	18	12945478.5	12034633.36	13594344.23	11027560.25	11924061.92	11572315.94	3759349.214	2900876.24	2658769.268
sp|P28708|PRR1_YEAST	29	2168601.917	1702243.61	1998217.698	1694051.457	1623441.555	1581375.604	1825174.789	1552467.785	1764252.131
sp|P28737|MSP1_YEAST	36	3599468.561	3451789.499	3727358.705	3145274.685	3059010.93	3034459.212	5062688.804	4207862.535	4842825.273
sp|P28743|KIP2_YEAST	3	25289.49512	25487.42871	27501.54199	42389.11035	39050.74805	40393.37354	16466.39063	13527.25537	13676.54761
sp|P28777|AROC_YEAST	53	7743047.147	6881750.163	7660870.694	13412976.16	14640308.63	13974087.94	10533516.43	8679891.128	9752737.684
sp|P28789|HEM3_YEAST	9	1089468.361	1073135.939	1049809.426	1109585.176	1123266.266	966922.2246	1060798.234	934760.6738	1042784.871
sp|P28791|SEC20_YEAST	14	3619594.366	3125088.77	3431813.002	2768445.001	2789438.435	2755938.965	5262931.493	4445465.07	5357505.6
sp|P28795|PEX3_YEAST	20	3633375.293	2734362.31	3348076.242	2604257.446	2387909.915	2347133.855	5535708.621	4954743.027	5819688.686
sp|P28817|HIBCH_YEAST	26	2511027.419	2042917.883	2417827.815	2710535.921	2678924.588	2588303.921	2792835.271	2287785.596	2797663.468
sp|P28834|IDH1_YEAST	66	29625924.23	28914263.63	34431872.76	28008385.09	27634829.73	26213771.62	41061373.78	34403713.92	39788708.77
sp|P29029|CHIT_YEAST	9	10158312.99	10422715.44	13362564.57	2468180.506	2368857.836	1895323.506	8184645.968	8355692.001	9006000.973
sp|P29055|TF2B_YEAST	20	2313959.314	2089889.728	2570504.076	2193193.915	2289577.301	2040906.682	2821974.966	2486137.198	3180303.758
sp|P29056|TF3B_YEAST	13	1267450.731	1201812.614	1380867.103	797390.2632	790345.3726	758361.209	1147952.183	970506.1145	1109284.419
sp|P29295|HRR25_YEAST	23	5797307.168	4773973.913	5447453.552	4416817.494	3701375.782	4222300.444	5703100.596	4898663.819	5798374.69
sp|P29311|BMH1_YEAST	30	5418255.253	4989040.684	5784489.643	8021680.299	7090188.728	7411168.621	4556084.901	4034892.296	3881087.865
sp|P29340|UBCX_YEAST	4	109499.0762	97858.67822	104602.4727	88262.75098	78593.50781	85579.12793	98809.61719	86655.93555	97946.41064
sp|P29366|BEM1_YEAST	16	1315799.047	1300353.79	1493777.938	2198379.641	2367186.504	2219319.25	1677424.086	1421612.617	1390011.127
sp|P29453|RL8B_YEAST	46	25755765.44	25073954.99	29889366.74	53549760.64	56283499.06	57139620.47	31355373.25	25847359.1	26024331.01
sp|P29461|PTP2_YEAST	3	80562.01074	75993.21729	73484.4043	59465.51001	52624.87109	57254.69287	219877.9941	192884.7891	224793.5205
sp|P29465|CHS3_YEAST	50	5717931.061	4951493.64	5792953.645	4802490.468	4516010.058	4646011.946	2818548.276	2500332.273	2652065.836
sp|P29468|PAP_YEAST	40	2739829.64	2644509.757	3097814.886	3132929.212	2988134.739	2881141.955	2510297.743	2221716.482	2363774.311
sp|P29469|MCM2_YEAST	47	1765001.295	1649138.562	1794567.783	2496496.1	2518607.758	2579538.52	1787636.799	1516661.85	1615211.948
sp|P29478|SEC65_YEAST	18	3464788.093	3584140.471	4009116.038	3159032.807	3155966.61	2986892.073	3521479.766	2987444.979	3189589.303
sp|P29496|MCM5_YEAST	36	2326911.591	2084277.212	2373404.177	2938633.442	2660681.424	2781682.23	1966405.08	1763936.19	1842447.289
sp|P29509|TRXB1_YEAST	49	3021818.39	2938764.494	3254250.391	5690114.494	6263401.091	5570440.685	4315488.087	3613743.32	3947437.865
sp|P29539|RIF1_YEAST	44	2822639.126	2478496.477	2863396.173	2242068.679	2110928.871	2152875.72	2317472.182	1934017.153	2133593.407
sp|P29547|EF1G1_YEAST	93	53965924.85	44235901.82	50142321.31	43566029.05	39141323.98	41893964.44	57658449.59	47140155.42	57729392.32
sp|P29703|FNTA_YEAST	22	3632155.271	2938701.299	3581803.897	2827246.711	2447134.835	2594693.554	4113459.643	3475691.758	3963521.874
sp|P29704|FDFT_YEAST	78	21106411.04	16940574.01	19627607.25	16635524.12	14186506.12	15276986.25	19677452.68	17056727.51	19639468.9
sp|P29952|MPI_YEAST	43	7859938.109	6705988.641	7466542.347	9511108.126	10847999.48	9990753.143	6587057.635	5273013.067	6096707.583
sp|P30283|CGS5_YEAST	3	103004.5791	95292.05469	86931.33447	74891.98389	73265.16626	71080.26563	79543.66327	72376.00635	78845.80804
sp|P30402|PYRX_YEAST	12	1340831.832	1315543.26	1528676.557	1324657.025	1263284.848	1257353.986	3063916.543	2566532.488	2913008.848
sp|P30606|ITR2_YEAST	5	396080.2715	367022.1646	399823.043	312727.5986	303900.2642	323013.2329	676920.9355	551083.4072	690635.3823
sp|P30619|SEC1_YEAST	39	2635722.601	2277442.51	2631838.155	2964950.461	2856416.482	2853317.094	2918361.021	2405956.478	3044067.209
sp|P30620|PSO2_YEAST	11	653502.5651	548948.0997	627885.2802	355358.187	302876.2396	330741.6954	811286.3323	676050.3062	827303.2297
sp|P30624|LCF1_YEAST	135	57901884.55	49145711.91	57966864.49	72181833.46	75344137.84	74153924.31	48227797.46	39934193.05	43914823.7
sp|P30656|PSB5_YEAST	17	599027.313	570932.1855	629449.6858	1591738.745	1473796.474	1700103.541	654311.6357	547350.9861	543474.4275
sp|P30657|PSB7_YEAST	21	2096130.099	2240051.792	2438462.61	3238559.625	3141398.042	3018115.39	3055944.063	2649996.96	2610960.418
sp|P30665|MCM4_YEAST	33	2313322.388	2416696.572	2668476.128	4897402.222	5595810.368	5668246.265	2956186.891	2533903.836	2425746.828
sp|P30771|NAM7_YEAST	40	1915917.938	1812499.005	2011496.464	4069983.927	4278492.736	4179422.81	1920255.174	1640597.812	1642411.893
sp|P30775|RF1M_YEAST	8	1370317.649	1203184.307	1431684.953	582635.2109	529374.6924	476052.7695	866756.9707	736461.2393	893065.2227
sp|P30777|GPI10_YEAST	19	1171262.995	1094758.688	1143977.114	778730.5664	665199.8379	749101.2881	1113722.848	1150411.648	1216073.869
sp|P30822|XPO1_YEAST	131	32173824.55	27144656.39	31484065.93	32866069.49	28254417.15	30612246.94	28656673.43	24659092.69	28016233
sp|P30902|ATP7_YEAST	62	11541987.28	11828512.38	13783071.28	13270462.53	13265033.86	12546703.33	38661535.33	33568990.44	31581082.63
sp|P31109|SNC1_YEAST	8	687629.6826	623028.3239	739438.4495	871841.4685	999499.696	841509.9442	1946449.725	1741340.667	1767797.348
sp|P31115|PUS3_YEAST	24	1749707.986	1693872.733	1817931.959	1839936.194	1572065.115	1783057.079	1721758.07	1584458.588	1956282.813
sp|P31116|DHOM_YEAST	186	120596315.4	111310155.1	123368835.6	89561645.75	82704075.9	86190462.98	194353409.7	169238591.8	199336496.5
sp|P31244|RAD16_YEAST	6	447920.9736	400372.6782	444508.6313	443710.5923	414325.4683	424283.4692	394348.3599	312581.4707	390972.6055
sp|P31334|RM09_YEAST	11	1070848.31	1071015.566	1261463.406	681422.5908	652436.687	551691.6455	952148.7715	758075.7783	952707.2031
sp|P31373|CYS3_YEAST	36	5722923.221	5868388.822	6739394.736	12796527.38	15341268.96	14263557.9	3757160.662	3272152.138	2913564.905
sp|P31374|PSK1_YEAST	63	6511686.666	5768185.696	6826087.583	4728722.224	4342585.667	4352255.486	6321864.962	5079828.5	5975283.485
sp|P31376|SWC3_YEAST	16	1143883.217	1051845.158	1253122.12	1082057.335	1025921.648	975456.149	1633849.618	1395128.053	1700965.924
sp|P31377|STX8_YEAST	2	20195.90088	22604.95459	21483.34277	76455.61133	77796.5332	78214.63477	38337.62695	29026.8042	32567.35254
sp|P31378|NTH1_YEAST	10	369598.8989	326870.4805	389819.2959	434771.9805	393860.4048	404128.2524	289673.2209	236264.4949	257802.5994
sp|P31379|LDS1_YEAST	4	140749.2524	139684.9473	144076.2402	45507.07373	38316.92773	39213.77539	69444.98291	71060.19165	88887.39844
sp|P31380|FUN30_YEAST	51	5608342.937	5162203.867	5841842.547	5038604.993	4590218.165	4730654.242	5184563.016	4289832.561	4876500.65
sp|P31381|FUN26_YEAST	17	2129311.728	1689458.194	1959270.533	962889.6997	828428.1975	888041.5251	1128635.342	1034061.668	1168945.737
sp|P31382|PMT2_YEAST	99	37615466.45	32531782.32	35922707.13	24362610.92	22656444.18	23274313.18	36666267.64	33077543.33	38947438.75
sp|P31383|2AAA_YEAST	57	17277191.75	14955540.8	17512106	14345438.35	12711617.75	13257867.57	16581907.22	14030383.42	16449492.1
sp|P31384|CCR4_YEAST	52	5253470.843	4618598.682	5229938.819	6028602.473	6071663.147	6337916.631	4479714.515	3896731.942	3974800.381
sp|P31385|DEP1_YEAST	27	2158472.313	2028668.666	2234466.994	2337147.732	2261002.615	2295234.6	2852391.66	2374999.524	2462733.259
sp|P31386|ATS1_YEAST	7	345444.7451	330762.4585	366599.52	372804.9351	355428.0195	348225.8975	345227.4209	309247.8267	345293.3159
sp|P31412|VATC_YEAST	87	15578879.77	14435405.17	15267171.05	21673189.43	17868284.74	20946340.43	18290014.63	14230681.04	17709803.09
sp|P31539|HS104_YEAST	401	290403683	266511221	302446751.5	154272643	156377290.1	145790777.3	330290052	276044678	346448562.2
sp|P31688|TPS2_YEAST	165	22102849.78	20594348.89	23266154.31	21470103.1	20240155.79	20712056.62	25361046.22	22707274.23	23436480.44
sp|P31755|OCH1_YEAST	34	15179602.92	12339662.48	14239090.55	8567274.436	7416484.645	7746426.779	12882548.09	10683034.34	12843940.58
sp|P31787|ACBP_YEAST	37	20325852.27	21828943.51	24502435.87	20020064.72	22750250.33	20191721.62	13810414.15	10730153.79	11734474.79
sp|P32047|MLF3_YEAST	4	340525.6084	320795.7139	353247.7192	88668.00827	80839.25684	66223.42139	115205.1654	93414.04883	122150.9663
sp|P32048|SYKM_YEAST	20	1623545.517	1449938.705	1668270.901	2011359.301	1888562.271	1974983.478	1356972.471	1127250.737	1186956.536
sp|P32074|COPG_YEAST	110	18442797.02	15475936.61	18119486.67	21177218.57	20687598.15	20725761.67	16748757.57	14553269.45	15590184.5
sp|P32178|CHMU_YEAST	27	4331528.556	4347194.868	5342212.175	9777506.066	10358788.88	10810999.74	5124580.404	4567203.842	4378746.066
sp|P32179|MET22_YEAST	25	7243622.649	5899447.569	7351436.007	6459207.801	6883355.75	6951959.854	4842199.054	3882747.48	4377849.684
sp|P32190|GLPK_YEAST	50	5922259.954	5528021.757	5756491.628	2881199.727	2701876.875	2844369.594	18355757.89	15210829.25	17957109.51
sp|P32191|GPDM_YEAST	197	43668505.78	36984378.34	41959445.92	16681799.2	16007143.12	15990088.25	113201564.6	96638122.09	113978329.7
sp|P32259|MED16_YEAST	56	5640820.633	4884807.603	5562847.813	5178131.552	4580872.494	5004067.629	5850854.49	5039451.502	5876746.628
sp|P32263|P5CR_YEAST	30	1620346.787	1479882.973	1792142.021	5056201.333	6204478.586	5511158.652	2510709.048	2161601.28	2288380.539
sp|P32264|PROB_YEAST	35	3071643.848	2919021.938	3332076.867	4709333.318	4117109.323	4505948.178	3819001.177	2833470.754	3198556.694
sp|P32266|MGM1_YEAST	77	9794985.812	9382431.526	9879079.204	8622931.795	8224045.46	8058278.653	11959665.1	10713004.69	11749194.75
sp|P32288|GLNA_YEAST	64	14393299.71	13665205.7	16694452.73	23543933.44	25607498.44	26144508.07	11670944.15	10099809.35	10003602.97
sp|P32316|ACH1_YEAST	127	77906052.91	81605113.61	89224819.52	171435027.4	168841715.5	159973120.2	282663642	241369560.2	268769480.1
sp|P32317|AFG1_YEAST	36	1930434.383	1877002.427	2106518.506	4022396.028	3854687.529	4091078.563	2759231.064	2413219.163	2423107.51
sp|P32318|THI4_YEAST	12	712274.1248	670782.4143	836884.8365	2770196.172	3010208.04	2982872.27	604031.3091	547625.4531	550337.4266
sp|P32319|VPS10_YEAST	204	25415158.64	22174184.11	25937338.84	18596671.62	16611653.66	17220115.48	22605954.17	19892180.97	22907434.87
sp|P32324|EF2_YEAST	577	262385814.1	255307642	286647557.6	292448604	277067256.3	282684393.1	246269309.6	198863265.4	231078164.4
sp|P32327|PYC2_YEAST	118	12706120.19	12652041.68	13529080.38	13150178.51	12440347.94	13507974.86	12188101.3	10467591.82	11437049.32
sp|P32328|DBF20_YEAST	12	892717.7764	819765.1074	782791.8271	1053412.835	942863.2031	1062965.743	761351.8379	687242.856	743103.9839
sp|P32329|YPS1_YEAST	7	138167.8057	136030.0808	158817.4792	218983.0676	222398.4417	212512.0099	939357.2148	734813.5723	944527.1758
sp|P32330|DGR2_YEAST	12	1608991.144	1639940.391	1926444.063	1508559.887	1452496.127	1485271.909	2042653.74	1777309.097	1982503.854
sp|P32331|YMC1_YEAST	22	3669929.33	3405338.373	3522739.948	2571969.88	2128415.413	2384844.537	4971960.1	4547536.739	4936296.023
sp|P32332|OAC1_YEAST	31	4710964.735	4481061.862	4719702.971	5432054.065	4548632.227	4722198.338	7137858.692	6326458.9	6996217.697
sp|P32333|MOT1_YEAST	73	6346124.133	6599517.935	6939010.376	8322737.994	7541621.6	8647656.554	7099149.977	6761419.412	6261598.119
sp|P32335|MSS51_YEAST	41	6378536.676	5638464.395	6150283.308	9425829.806	8792666.443	8929977.483	9711941.904	8018055.625	9318593.671
sp|P32336|NUD1_YEAST	21	1474204.661	1410523.368	1788007.158	2455314.406	2414236.549	2572568.196	1608869.611	1353818.223	1348661.347
sp|P32337|IMB3_YEAST	42	6188359.145	5578772.999	6189156.619	8898177.919	7944276.751	8519049.841	5149105.601	4394028.857	4675783.88
sp|P32338|RME1_YEAST	3	135364.8203	138287.9727	145213.5625	146965.5371	129600.4805	124073.5996	215173.3438	197924.1094	265465.0469
sp|P32339|HMX1_YEAST	7	266979.1016	246748.5342	279046.7129	166147.2256	138893.9673	148537.27	281880.8779	265615.4404	269098.6123
sp|P32340|NDI1_YEAST	63	31332104.99	28635608.14	32062443.57	19836801.11	18458843.74	17847164.01	43808877.24	36485023.84	44295971.97
sp|P32341|VPH2_YEAST	13	941092.4458	871771.343	959962.8347	1082812.148	971954.1667	1062881.703	946034.6377	842661.0366	881546.583
sp|P32342|SRP21_YEAST	7	3197731.009	3152404.111	3398093.383	2235929.811	1986924.986	2101552.053	2182649.418	1970678.617	2096741.566
sp|P32343|SSH4_YEAST	7	569497.9912	489938.5176	555795.6753	696732.8457	639260.7822	700779.7881	688811.5879	565823.1177	639482.3135
sp|P32345|PP4C_YEAST	12	851369.7207	822720.2969	882656.938	623393.4707	565250.47	561455.4095	585674.291	523290.3638	577799.1785
sp|P32347|DCUP_YEAST	45	10645779.87	9498572.533	10775895.54	11477785.61	10624675	10753767.12	12817083.28	10486052.97	11750235.68
sp|P32349|RPC3_YEAST	43	4377977.497	3906354.796	4551597.442	4086336.833	3817027.315	3853375.671	4372399.149	3630736.401	4036049.207
sp|P32350|KNS1_YEAST	50	2435753.635	2348561.628	2613654.476	1998594.836	1984049.907	2064791.462	6948127.075	5944275.132	6824461.764
sp|P32351|IMPX_YEAST	15	2690251.026	2648963.409	3220272.709	1486392.332	1276121.714	1304305.098	2178772.678	2099634.812	2266302.946
sp|P32352|ERG2_YEAST	16	2424487.312	1984599.629	2220324.331	1663361.917	1324319.338	1371396.481	2557106.257	2236669.323	2614031.134
sp|P32353|ERG3_YEAST	20	11098452.57	8866536.529	10505303.93	3757264.647	3665389.562	3376219.876	14843375.8	12510573.67	15146639.65
sp|P32354|MCM10_YEAST	12	958585.9692	906407.6323	1029682.696	803137.3596	763361.7131	764629.876	1035021.857	867718.272	1048485.909
sp|P32356|TREA_YEAST	117	12400772.06	11902929.19	13969365.97	14456392.61	14374404.28	13692545.95	22775962.58	18199437.32	20057947.54
sp|P32357|AAR2_YEAST	18	1294578.35	1188745.624	1310702.844	1848052.117	1986115.167	1952842.713	1900526.989	1549660.733	1707577.256
sp|P32361|IRE1_YEAST	33	2709142.714	2376445.705	2501510.04	1662030.157	1421798.282	1546731.459	2978799.257	2575213.337	3013998.433
sp|P32363|GPI3_YEAST	5	250678.8685	227134.8049	244235.5217	272610.4267	239535.2416	254925.7983	305737.9224	242712.7683	288074.5
sp|P32364|SMY1_YEAST	31	3460407.217	3360887.987	3684805.942	3160029.541	3253061.589	3146729.305	3636400.455	3165967.376	3532056.195
sp|P32366|VA0D_YEAST	41	1714286.847	1548427.859	1767553.313	2341648.038	2206200.853	2277814.136	1640527.268	1435259.366	1476094.516
sp|P32367|TFC1_YEAST	44	4987735.216	4501032.129	4999785.156	4193009.099	3775879.287	4004707.565	5138995.3	4560297.041	4939239.387
sp|P32368|SAC1_YEAST	105	26651806.46	24792007.27	27299540.85	25588452.41	20358218.65	23697116.13	23793803.75	23677417.65	21604534.39
sp|P32377|MVD1_YEAST	48	7765459.105	6759585.164	7674790.469	12039474.92	13421348.66	13687710.93	7269327.49	5907487.539	6430330.055
sp|P32378|COQ2_YEAST	16	2779767.112	2294505.545	2465389.993	1529938.045	1407442.522	1493422.218	2672896.245	2427508.048	2906873.795
sp|P32379|PSA5_YEAST	21	16272323.24	16019560.21	17991276.19	13847828.89	15472700.82	13831197.34	16264367.37	12577170.15	15059130.64
sp|P32380|SP110_YEAST	51	4584256.197	4397168.585	4986329.513	3566036.083	3792795.263	3541580.161	3615352.292	3038263.211	3310343.465
sp|P32381|ARP2_YEAST	76	14930528.69	13460431.62	15611591.76	15839343.29	14750978.17	14909603.95	12807393.07	10690716.26	11959935.64
sp|P32383|PLC1_YEAST	3	102883.8564	98370.58203	115776.6201	81339.23389	76473.74854	74531.34668	82716.78027	69935.80859	87169.20117
sp|P32386|YBT1_YEAST	130	30055448.68	25840375.78	29011764.29	29406800.34	28677576.33	29702142.62	26231840.69	22533514.6	25359462.14
sp|P32387|RM41_YEAST	18	3411566.437	3112043.859	3644670.578	2178756.068	2218854.156	1996324.416	3168626.667	2564061.457	2977288.577
sp|P32388|RM49_YEAST	6	396607.6965	437037.3306	516785.2534	620131.9238	673281.4126	604971.7876	619889.4683	502633.3291	517953.7676
sp|P32389|MET4_YEAST	7	2066401.6	1757698.32	2129231.462	898150.2224	931883.5002	839053.9988	960317.1882	811335.9907	848197.8201
sp|P32419|MDHP_YEAST	72	13763390.12	13993814.21	15325093.87	14889783.82	16101104.86	14672830.23	22210999.84	18915475.18	21489025.58
sp|P32432|SFP1_YEAST	9	437920.7227	372778.9043	391186.6992	204420.5547	203528.6013	176793.4067	354259.2715	337779.7642	381534.2627
sp|P32445|RIM1_YEAST	59	4289828.133	4320245.423	4977236.806	6680014.491	6829357.614	6801387.303	9347942.458	7636714.863	8070650.75
sp|P32447|ASF1_YEAST	17	1292702.661	1056748.849	1256989.935	860907.808	762553.5646	851035.3636	1139386.282	936015.0847	1234208.864
sp|P32449|AROG_YEAST	52	48436821.14	42331901.56	49206354.61	26092537.03	25454595.29	24181087.36	31331577.91	26156750.85	31101090.64
sp|P32451|BIOB_YEAST	39	17604453.61	15842528.55	17904356.82	9303950.737	8832357.894	8404030.093	13701961.56	11842977.11	13866654.98
sp|P32452|PHA2_YEAST	8	835552.2207	879892.4067	881720.686	588060.2129	481814.7841	540738.2051	571342.0392	574760.3818	544993.446
sp|P32453|ATP11_YEAST	35	2374197.548	2386742.378	2621792.807	4506826.39	4992838.289	4997022.496	3073054.967	2696123.014	2663809.228
sp|P32454|APE2_YEAST	159	33541802.41	27201933.16	31579745.95	36506752.19	34053516.33	35973815.89	35529300.73	30115561.49	32340623.38
sp|P32457|CDC3_YEAST	71	9729452.683	9982748.053	12042756.37	18398345.91	21302720.99	20746952.1	11184497.89	9541404.14	8901994.802
sp|P32458|CDC11_YEAST	28	7765297.451	7100583.011	8142131.916	5284203.437	5088447.858	4704202.949	4682842.634	3961170.652	4260011.926
sp|P32459|ALLA_YEAST	4	124913.6055	112102.1191	118891.7363	124524.4434	143490.6113	125891.2988	53872.77246	45404.7832	45238.41211
sp|P32460|DCG1_YEAST	12	2273816.427	2056591.28	2168453.651	1652689.384	1408350.16	1560634.17	2375195.722	2043749.807	2284758.885
sp|P32461|DPH2_YEAST	13	2302054.55	1875501.57	2226572.356	2098508.618	1892361.05	2012101.064	2325802.058	1915272.534	2337496.351
sp|P32462|ERG24_YEAST	11	3530144.178	2959664.451	3416336.869	2387183.175	1883891.419	2154592.488	3436903.936	3202575.514	3532972.881
